,Anime Title,Type,Score_reference2,Episodes,Aired,Producers,Studios,Source,Genres,Score,Members,Favorites,Fav%,Source_reference,genre_reference_1,genre_reference_2,Season
4366,Happy☆Lesson (TV),TV,Bad,13,"Apr 1, 2002 to Jun 30, 2002",KSS,Studio Hibari,Manga,"Comedy, Drama, Harem, Romance, Slice of Life",6.69,23128,25,0.108,0,4,5,2
4368,Hina Logi: From Luck & Logic,TV,Bad,12,"Jul 1, 2017 to Sep 23, 2017","Bandai Visual, Lantis, Nitroplus, Bushiroad, Yuhodo",Doga Kobo,Card game,"Action, Comedy, Fantasy, School",6.69,22677,66,0.291,2,1,4,3
4369,Ichigo 100%,TV,Bad,12,"Apr 6, 2005 to Jun 22, 2005",Shueisha,Madhouse,Manga,"Comedy, Ecchi, Harem, Romance, Shounen",6.69,91941,255,0.277,0,4,35,2
4373,Mamotte Shugogetten!,TV,Bad,22,"Oct 17, 1998 to Apr 3, 1999",,Toei Animation,Manga,"Comedy, Fantasy, Magic, Romance, Shounen",6.69,6955,15,0.216,0,4,7,4
4375,Mezzo DSA,TV,Bad,13,"Jan 4, 2004 to Mar 28, 2004","Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures",Arms,Original,"Action, Adventure, Comedy, Mystery, Sci-Fi",6.69,16723,30,0.179,5,1,3,1
4379,Morita-san wa Mukuchi. 2,TV,Bad,13,"Oct 5, 2011 to Dec 28, 2011","DAX Production, Takeshobo",Seven,4-koma manga,"Comedy, School, Slice of Life",6.69,11567,5,0.043,0,4,24,4
4380,Nyanpire The Animation,TV,Bad,12,"Jul 6, 2011 to Sep 21, 2011",,Gonzo,Manga,"Comedy, Supernatural, Vampire",6.69,24221,87,0.359,0,4,19,3
4382,Panyo Panyo Di Gi Charat,TV,Bad,48,"Jan 5, 2002 to Apr 3, 2003",Broccoli,Madhouse,Unknown,Comedy,6.69,4395,12,0.273,3,4,0,1
4385,Re:Stage! Dream Days♪,TV,Bad,12,"Jul 7, 2019 to Sep 29, 2019","Pony Canyon, Yomiuri TV Enterprise, Bit Promotion","Yumeta Company,       Graphinica",Other,"Music, School, Slice of Life",6.69,7758,37,0.477,3,28,24,3
4389,Sasami-san@Ganbaranai,TV,Bad,12,"Jan 11, 2013 to Mar 29, 2013","Aniplex, TBS",Shaft,Light novel,"Comedy, Romance, Supernatural",6.69,72697,137,0.188,1,4,20,1
4391,Sensei no Ojikan: Doki Doki School Hours,TV,Bad,13,"Apr 5, 2004 to Jun 28, 2004",,J.C.Staff,4-koma manga,"Comedy, Slice of Life",6.69,6985,16,0.229,0,4,18,2
4393,Teekyuu 7,TV,Bad,12,"Jan 12, 2016 to Mar 29, 2016","DAX Production, Earth Star Entertainment",Millepensee,Manga,"Comedy, Shounen, Sports",6.69,12746,14,0.11,0,4,8,1
4394,Teekyuu 8,TV,Bad,12,"Oct 5, 2016 to Dec 21, 2016","DAX Production, Smiral Animation",Millepensee,Manga,"Comedy, Sports, Shounen",6.69,11328,12,0.106,0,4,23,4
4397,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,TV,Bad,13,"Aug 6, 2004 to Nov, 2004",Animax,Azeta Pictures,Unknown,"Sci-Fi, Space, Drama",6.69,3515,7,0.199,3,10,25,3
4402,Norimono Oukoku BuBu ChaCha,TV,Bad,26,"Apr 29, 1999 to Nov 25, 1999",,Daume,Original,"Slice of Life, Comedy",6.68,606,2,0.33,5,18,4,2
4403,Okusama ga Seitokaichou!,TV,Bad,12,"Jul 2, 2015 to Sep 17, 2015","DAX Production, Dream Creation, Studio CHANT",Seven,Manga,"Comedy, Ecchi, Romance, School, Shounen",6.68,206474,332,0.161,0,4,35,3
4405,Project BLUE Chikyuu SOS,TV,Bad,6,"Jul 2, 2006 to Dec 3, 2006",,A.C.G.T.,Unknown,"Sci-Fi, Adventure, Comedy, Shounen",6.68,2866,5,0.174,3,10,3,3
4406,Recorder to Randoseru Mi☆,TV,Bad,12,"Jul 8, 2013 to Sep 23, 2013",Takeshobo,Seven,4-koma manga,"Comedy, School, Seinen, Slice of Life",6.68,18238,4,0.022,0,4,24,3
4408,Souten no Ken,TV,Bad,22,"Oct 5, 2006 to Mar 15, 2007",TV Asahi,APPP,Manga,"Action, Historical, Martial Arts",6.68,9145,19,0.208,0,1,11,4
4411,Tenshi no 3P!,TV,Bad,12,"Jul 10, 2017 to Sep 25, 2017","Sotsu, Lantis, AT-X, Barnum Studio, KlockWorx, GAGA, ASCII Media Works, Studio Mausu, Showgate, Happinet Pictures, Hakuhodo DY Music & Pictures",Project No.9,Light novel,"Music, School, Slice of Life",6.68,47846,74,0.155,1,28,24,3
4412,Time Bokan Series: Yatterman,TV,Bad,108,"Jan 1, 1977 to Jan 27, 1979",,Tatsunoko Production,Original,"Adventure, Comedy, Mecha",6.68,4070,17,0.418,5,3,4,1
4413,Transformers: Choujin Master Force,TV,Bad,43,"Apr 12, 1988 to Mar 7, 1989",,Toei Animation,Unknown,"Adventure, Mecha, Sci-Fi, Shounen",6.68,2483,7,0.282,3,3,22,2
4416,Wellber no Monogatari: Sisters of Wellber,TV,Bad,13,"Apr 4, 2007 to Jun 27, 2007","Trans Arts, Nagoya Broadcasting Network",Production I.G,Original,"Action, Adventure, Comedy, Drama, Fantasy, Historical",6.68,7741,7,0.09,5,1,3,2
4421,Akakichi no Eleven,TV,Bad,52,"Apr 13, 1970 to Apr 5, 1971","TV Tokyo, DOGA Productions",,Unknown,Sports,6.68,1582,6,0.379,3,23,0,2
4424,Bakuten Shoot Beyblade 2002,TV,Bad,51,"Jan 7, 2002 to Dec 30, 2002","d-rights, Heewon Entertainment",Nippon Animation,Manga,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",6.68,49134,105,0.214,0,1,3,1
4426,Daikuu Maryuu Gaiking,TV,Bad,44,"Apr 1, 1976 to Jan 27, 1977",Dynamic Planning,Toei Animation,Original,"Adventure, Mecha, Sci-Fi, Shounen",6.68,1771,4,0.226,5,3,22,2
4438,Kashimashi: Girl Meets Girl,TV,Bad,12,"Jan 12, 2006 to Mar 30, 2006","Bandai Visual, Lantis",Studio Hibari,Manga,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",6.68,42467,184,0.433,0,4,5,1
4442,Majin Bone,TV,Bad,52,"Apr 1, 2014 to Mar 31, 2015",,Toei Animation,Game,Game,6.68,8618,29,0.337,2,16,0,2
4444,Mitsume ga Tooru,TV,Bad,48,"Oct 18, 1990 to Sep 26, 1991",,Tezuka Productions,Manga,Adventure,6.68,787,4,0.508,0,3,0,4
4447,Araiguma Rascal,TV,Bad,52,"Jan 2, 1977 to Dec 25, 1977",,Nippon Animation,Book,"Drama, Historical, Slice of Life",6.67,1889,3,0.159,1,5,11,1
4448,Asobi ni Iku yo!,TV,Bad,12,"Jul 11, 2010 to Sep 26, 2010","AIC, Lantis, Media Factory, Pony Canyon, Rakuonsha, AT-X, KlockWorx, Ryukyu Asahi Broadcasting",AIC Plus+,Light novel,"Comedy, Ecchi, Harem, Romance, Sci-Fi",6.67,156373,485,0.31,1,4,35,3
4452,C³,TV,Bad,12,"Oct 1, 2011 to Dec 17, 2011",Starchild Records,Silver Link.,Light novel,"Action, Comedy, Ecchi, School, Supernatural",6.67,151742,257,0.169,1,1,4,4
4453,"Dakara Boku wa, H ga Dekinai.",TV,Bad,12,"Jul 6, 2012 to Sep 25, 2012","Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",feel.,Light novel,"Comedy, Supernatural, Romance, Ecchi",6.67,318891,796,0.25,1,4,19,3
4454,Dallyeola Hani,TV,Bad,13,"Aug 14, 1988 to Nov 20, 1988",KBS,Daewon Media,Unknown,Sports,6.67,572,1,0.175,3,23,0,3
4455,Devilman Lady,TV,Bad,26,"Oct 10, 1998 to May 8, 1999",Dynamic Planning,TMS Entertainment,Manga,"Action, Psychological, Drama, Horror",6.67,17248,82,0.475,0,1,26,4
4459,Dragonaut: The Resonance,TV,Bad,25,"Oct 4, 2007 to Mar 27, 2008","Nihon Ad Systems, Sotsu Music Publishing",Gonzo,Original,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi",6.67,65072,109,0.168,5,1,5,4
4465,Inazuma Eleven Go: Galaxy,TV,Bad,43,"May 8, 2013 to Mar 19, 2014",,OLM,Game,"Shounen, Sports, Super Power",6.67,28599,107,0.374,2,8,23,2
4466,Jewelpet Happiness,TV,Bad,52,"Apr 6, 2013 to Mar 29, 2014","TV Tokyo, Sotsu, Sanrio",Studio Comet,Original,"Fantasy, Magic, Shoujo",6.67,2429,16,0.659,5,7,6,2
4467,Juubee-chan: Lovely Gantai no Himitsu,TV,Bad,13,"Apr 6, 1999 to Jun 29, 1999",Bandai Visual,Madhouse,Original,"Action, Adventure, Comedy, Drama, Shounen",6.67,15291,31,0.203,5,1,3,2
4468,Juusenki L-Gaim,TV,Bad,54,"Feb 4, 1984 to Feb 23, 1985","Sotsu, Starchild Records",Sunrise,Original,"Action, Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",6.67,4360,19,0.436,5,1,10,1
4470,Kurogane Communication,TV,Bad,24,"Oct 5, 1998 to Mar 29, 1999",Pony Canyon,APPP,Manga,"Action, Adventure, Drama, Sci-Fi",6.67,4500,3,0.067,0,1,3,4
4471,Ladies versus Butlers!,TV,Bad,12,"Jan 5, 2010 to Mar 23, 2010","Geneon Universal Entertainment, Lantis, AT-X, KlockWorx, ASCII Media Works, BIGLOBE",Xebec,Light novel,"Harem, Comedy, Romance, Ecchi, School",6.67,165908,231,0.139,1,39,4,1
4472,Manga Sarutobi Sasuke,TV,Bad,24,"Oct 9, 1979 to Apr 15, 1980",Knack Productions,,Unknown,"Adventure, Comedy, Historical, Supernatural",6.67,1077,6,0.557,3,3,4,4
4473,Mobile Suit Gundam ZZ,TV,Bad,47,"Mar 1, 1986 to Jan 31, 1987","Sotsu, Nagoya Broadcasting Network",Sunrise,Original,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",6.67,29566,124,0.419,5,25,4,1
4476,Okusama ga Seitokaichou!+!,TV,Bad,12,"Oct 2, 2016 to Dec 18, 2016","DAX Production, Dream Creation, Studio CHANT",Seven,Manga,"Comedy, Romance, Ecchi, School, Shounen",6.67,116044,104,0.09,0,4,20,4
4478,Oyayubi Hime Monogatari,TV,Bad,26,"Mar 31, 1992 to Sep 30, 1992","Enoki Films, Meruhensha",,Book,"Adventure, Fantasy, Shoujo",6.67,1260,6,0.476,1,3,7,1
4483,Seton Doubutsuki: Kuma no Ko Jacky,TV,Bad,26,"Jun 7, 1977 to Dec 16, 1977",,Nippon Animation,Unknown,"Adventure, Historical, Drama",6.67,1555,4,0.257,3,3,11,2
4485,Shirayuki Hime no Densetsu,TV,Bad,52,"Apr 6, 1994 to Mar 29, 1995",,Tatsunoko Production,Unknown,"Adventure, Fantasy, Romance",6.67,2581,6,0.232,3,3,7,2
4486,Stratos 4,TV,Bad,13,"Jan 5, 2003 to Mar 30, 2003",Bandai Visual,Studio Fantasia,Original,"Comedy, Military, Sci-Fi, Shounen",6.67,9553,27,0.283,5,4,2,1
4492,Warau Salesman,TV,Bad,103,"Oct 17, 1989 to Sep 29, 1992",TBS,Shin-Ei Animation,Manga,"Comedy, Psychological, Supernatural, Drama, Seinen",6.67,4062,25,0.615,0,4,26,4
4495,Yu☆Gi☆Oh! VRAINS,TV,Bad,120,"May 10, 2017 to Sep 25, 2019","TV Tokyo, Nihon Ad Systems",Gallop,Card game,"Action, Game, Sci-Fi, Fantasy, Shounen",6.67,30296,216,0.713,2,1,16,2
4505,Skull Man,TV,Bad,13,"Apr 29, 2007 to Jul 22, 2007","Geneon Universal Entertainment, Diomedea",Bones,Manga,"Action, Mystery, Super Power",6.66,24691,53,0.215,0,1,15,2
4506,Tide-Line Blue,TV,Bad,12,"Jul 7, 2005 to Sep 29, 2005","Bandai Visual, TV Asahi, Lantis",Telecom Animation Film,Original,"Action, Military, Adventure, Drama, Shounen",6.66,6292,9,0.143,5,1,2,3
4508,Ueno-san wa Bukiyou,TV,Bad,12,"Jan 7, 2019 to Mar 25, 2019",,Lesprit,Manga,"Comedy, Romance, Seinen",6.66,78711,148,0.188,0,4,20,1
4509,Usavich IV,TV,Bad,13,"Apr 23, 2011 to Sep 15, 2011",,Kanaban Graphics,Original,Comedy,6.66,2413,1,0.041,5,4,0,2
4510,Wild Arms: Twilight Venom,TV,Bad,22,"Oct 18, 1999 to Mar 27, 2000","Aniplex, WOWOW",Bee Train,Game,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",6.66,6587,15,0.228,2,1,10,4
4515,Choujuushin Gravion Zwei,TV,Bad,12,"Jan 8, 2004 to Mar 25, 2004",,Gonzo,Original,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",6.66,7493,14,0.187,5,3,4,1
4516,Cinderella Girls Gekijou 2nd Season,TV,Bad,13,"Oct 3, 2017 to Dec 26, 2017","Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan","Gathering,       Lesprit",4-koma manga,"Slice of Life, Comedy",6.66,7130,12,0.168,0,18,4,4
4517,Code:Realize - Sousei no Himegimi,TV,Bad,12,"Oct 7, 2017 to Dec 23, 2017","Frontier Works, Lantis, AT-X, DAX Production, Asmik Ace, Sony Music Communications, Hakuhodo DY Music & Pictures, Chugai Mining, Kadokawa",M.S.C,Visual novel,"Military, Historical, Romance, Fantasy, Josei",6.66,63242,242,0.383,1,2,11,4
4518,Coyote Ragtime Show,TV,Bad,12,"Jul 4, 2006 to Sep 19, 2006","KlockWorx, Studio Mausu, Toshiba Entertainment",ufotable,Original,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",6.66,17560,31,0.177,5,1,3,3
4523,Fushigi Mahou Fun Fun Pharmacy,TV,Bad,48,"Feb 15, 1998 to Feb 6, 1999",,Toei Animation,Unknown,"Kids, Magic",6.66,2013,16,0.795,3,36,6,1
4524,Future Card Buddyfight Hundred,TV,Bad,50,"Apr 11, 2015 to Mar 26, 2016","Dentsu, Bushiroad","Xebec,       OLM",Card game,Game,6.66,3602,7,0.194,2,16,0,2
4525,Gasaraki,TV,Bad,25,"Oct 4, 1998 to Mar 28, 1999","Yomiko Advertising, Atelier Musa",Sunrise,Original,"Psychological, Mecha, Military, Supernatural, Drama",6.66,17082,39,0.228,5,26,22,4
4527,Haunted Junction,TV,Bad,12,"Apr 2, 1997 to Jun 25, 1997",,Studio Deen,Manga,"Comedy, Supernatural, School, Shounen",6.66,3570,10,0.28,0,4,19,2
4529,Hime Chen! Otogi Chikku Idol Lilpri (2011),TV,Bad,51,"Apr 6, 2011 to Mar 28, 2012",Shogakukan Music & Digital Entertainment,Telecom Animation Film,Unknown,"Magic, Shoujo",6.66,1393,4,0.287,3,6,32,2
4533,Killing Bites,TV,Bad,12,"Jan 13, 2018 to Mar 31, 2018","Sotsu, Mainichi Broadcasting System, NBCUniversal Entertainment Japan, Medicos Entertainment, Fields, KLab",LIDENFILMS,Manga,"Action, Ecchi, Sci-Fi, Seinen",6.66,124069,343,0.276,0,1,35,1
4534,Kyouryuu Boukenki Jura Tripper,TV,Bad,39,"Apr 2, 1995 to Dec 24, 1995",,Production Reed,Other,"Sci-Fi, Adventure, Drama, Fantasy",6.66,1342,9,0.671,3,10,3,2
4535,Mach GoGoGo,TV,Bad,52,"Apr 2, 1967 to Mar 31, 1968",,Tatsunoko Production,Manga,"Adventure, Cars, Sports, Shounen",6.66,10936,95,0.869,0,3,40,2
4537,xxxHOLiC,TV,Good,24,"Apr 7, 2006 to Sep 29, 2006","TBS, BMG Japan, Kids Station, Kodansha",Production I.G,Manga,"Comedy, Drama, Mystery, Psychological, Supernatural",8.02,239953,4028,1.679,0,4,5,2
4538,Youjo Senki,TV,Good,12,"Jan 6, 2017 to Mar 31, 2017","Media Factory, AT-X, Enterbrain, Sony Music Communications",Nut,Light novel,"Action, Military, Magic",8.02,551652,7963,1.443,1,1,2,1
4540,Akagami no Shirayuki-hime 2nd Season,TV,Good,12,"Jan 12, 2016 to Mar 29, 2016","Hakusensha, Warner Bros. Japan, KlockWorx, Showgate",Bones,Manga,"Drama, Romance, Fantasy, Shoujo",8.02,227656,1465,0.644,0,5,20,1
4542,Dragon Ball,TV,Good,153,"Feb 26, 1986 to Apr 12, 1989",Fuji TV,Toei Animation,Manga,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",8.02,678962,12486,1.839,0,3,4,1
4543,Durarara!!x2 Ten,TV,Good,12,"Jul 4, 2015 to Sep 26, 2015",Aniplex,Shuka,Light novel,"Action, Mystery, Supernatural",8.02,293447,767,0.261,1,1,15,3
4545,Hanada Shounen-shi,TV,Good,25,"Oct 2, 2002 to Mar 26, 2003","VAP, Nippon Television Network",Madhouse,Manga,"Comedy, Drama, Seinen, Slice of Life, Supernatural",8.02,11277,111,0.984,0,4,5,4
4546,Kanon (2006),TV,Good,24,"Oct 6, 2006 to Mar 16, 2007","Pony Canyon, TBS, Movic",Kyoto Animation,Visual novel,"Slice of Life, Supernatural, Drama, Romance",8.02,226442,4456,1.968,1,18,19,4
4551,Mobile Suit Gundam: Iron-Blooded Orphans,TV,Good,25,"Oct 4, 2015 to Mar 27, 2016","Sotsu, Asatsu DK, Mainichi Broadcasting System",Sunrise,Original,"Action, Drama, Mecha, Sci-Fi, Space",8.02,155001,2068,1.334,5,1,5,4
4553,Hanamonogatari,TV,Good,5,"Aug 16, 2014","Aniplex, Kodansha",Shaft,Light novel,"Mystery, Comedy, Supernatural",8.01,304285,1089,0.358,1,15,4,3
4554,Hibike! Euphonium,TV,Good,13,"Apr 8, 2015 to Jul 1, 2015","Lantis, Pony Canyon, Rakuonsha",Kyoto Animation,Novel,"Music, School, Drama",8.01,309185,5174,1.673,0,28,24,2
4555,Log Horizon,TV,Good,25,"Oct 5, 2013 to Mar 22, 2014",NHK,Satelight,Light novel,"Action, Game, Adventure, Magic, Fantasy",8.01,815802,9685,1.187,1,1,16,4
4556,Nurarihyon no Mago: Sennen Makyou,TV,Good,24,"Jul 3, 2011 to Dec 18, 2011","Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Imagine",Studio Deen,Manga,"Action, Demons, Shounen, Supernatural",8.01,130472,654,0.501,0,1,31,3
4561,Tate no Yuusha no Nariagari,TV,Good,25,"Jan 9, 2019 to Jun 26, 2019","Frontier Works, AT-X, Nippon Columbia, Glovision, Good Smile Company, Sammy, Kadokawa Media House, NTT Plala, Kadokawa, Crunchyroll SC Anime Fund",Kinema Citrus,Light novel,"Action, Adventure, Drama, Fantasy",8.01,787731,16197,2.056,1,1,3,1
4563,Yowamushi Pedal,TV,Good,38,"Oct 8, 2013 to Jul 1, 2014","TOHO animation, Akita Shoten",TMS Entertainment,Manga,"Comedy, Sports, Drama, Shounen",8.01,172825,2136,1.236,0,4,23,4
4564,Zetsuen no Tempest,TV,Good,24,"Oct 5, 2012 to Mar 29, 2013","Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Yahoo! Japan",Bones,Manga,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen",8.01,462535,6198,1.34,0,1,15,4
4566,Sekaiichi Hatsukoi 2,TV,Good,12,"Oct 8, 2011 to Dec 24, 2011","Lantis, Kadokawa Shoten, AT-X, KlockWorx",Studio Deen,Manga,"Comedy, Drama, Romance, Shounen Ai",8.0,119890,834,0.696,0,4,5,4
4569,Mahou Shoujo Lyrical Nanoha A's,TV,Good,13,"Oct 2, 2005 to Dec 25, 2005","Starchild Records, Omnibus Japan",Seven Arcs,Original,"Action, Comedy, Drama, Magic, Super Power",8.0,55890,1003,1.795,5,1,4,4
4571,Carole & Tuesday,TV,Good,24,"Apr 11, 2019 to Oct 3, 2019","Fuji TV, flying DOG, BS Fuji, Hakuhodo DY Music & Pictures, Hakuhodo DY Media Partners",Bones,Original,"Drama, Music, Sci-Fi",7.99,206821,2114,1.022,5,5,28,2
4574,Gekkan Shoujo Nozaki-kun,TV,Good,12,"Jul 7, 2014 to Sep 22, 2014","TV Tokyo, Frontier Works, Media Factory, AT-X, Sony Music Communications",Doga Kobo,4-koma manga,"Comedy, Romance, School",7.99,628853,9222,1.466,0,4,20,3
4575,Haibane Renmei,TV,Good,13,"Oct 10, 2002 to Dec 19, 2002","Kadokawa Shoten, Fuji TV, Studio Tulip",Radix,Other,"Slice of Life, Mystery, Psychological, Drama, Fantasy",7.99,201319,5666,2.814,3,18,15,4
4576,Hokuto no Ken,TV,Good,109,"Oct 4, 1984 to Mar 5, 1987",Fuji TV,Toei Animation,Manga,"Action, Drama, Martial Arts, Sci-Fi, Shounen",7.99,93285,1926,2.065,0,1,5,4
4577,Hyouge Mono,TV,Good,39,"Apr 7, 2011 to Jan 26, 2012","NHK, Sogo Vision",Bee Train,Manga,"Historical, Samurai, Seinen",7.99,20989,246,1.172,0,11,13,2
4579,Kimi to Boku. 2,TV,Good,13,"Apr 3, 2012 to Jun 26, 2012","TV Tokyo, Aniplex, Square Enix, Nihon Ad Systems, Movic",J.C.Staff,Manga,"Comedy, Drama, Romance, School, Shounen, Slice of Life",7.99,70232,365,0.52,0,4,5,2
4580,Kindaichi Shounen no Jikenbo,TV,Good,148,"Apr 7, 1997 to Sep 11, 2000","Dentsu, Yomiuri Telecasting",Toei Animation,Manga,"Mystery, Shounen",7.99,20455,178,0.87,0,15,8,2
4581,Kobato.,TV,Good,24,"Oct 6, 2009 to Mar 23, 2010","NHK, NHK-BS2",Madhouse,Manga,"Comedy, Drama, Romance, Fantasy",7.99,135189,1602,1.185,0,4,5,4
4583,Mawaru Penguindrum,TV,Good,24,"Jul 8, 2011 to Dec 23, 2011","Starchild Records, Mainichi Broadcasting System",Brain's Base,Original,"Mystery, Comedy, Dementia, Psychological, Drama",7.99,241025,6549,2.717,5,15,4,3
4584,Nekomonogatari: Kuro,TV,Good,4,"Dec 31, 2012","Aniplex, Kodansha",Shaft,Light novel,"Comedy, Supernatural, Romance, Ecchi",7.99,395227,1042,0.264,1,4,19,4
4587,Ore Monogatari!!,TV,Good,24,"Apr 9, 2015 to Sep 24, 2015","VAP, Nippon Television Network, Shueisha",Madhouse,Manga,"Comedy, Romance, Shoujo",7.98,444093,3793,0.854,0,4,20,2
4588,Overlord,TV,Good,13,"Jul 7, 2015 to Sep 29, 2015","AT-X, Grooove, Hakuhodo DY Music & Pictures, Kadokawa",Madhouse,Light novel,"Action, Adventure, Fantasy, Game, Magic, Supernatural",7.98,950068,16881,1.777,1,1,3,3
4589,Overlord III,TV,Good,13,"Jul 10, 2018 to Oct 2, 2018",Kadokawa,Madhouse,Light novel,"Action, Magic, Fantasy, Game, Supernatural",7.98,489562,3685,0.753,1,1,6,3
4593,Azumanga Daioh,TV,Good,26,"Apr 9, 2002 to Oct 1, 2002","Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,4-koma manga,"Slice of Life, Comedy, School",7.98,254909,5053,1.982,0,18,4,2
4598,Fate/Grand Order: Zettai Majuu Sensen Babylonia,TV,Good,21,"Oct 5, 2019 to Mar 21, 2020","Aniplex, Notes, Delightworks",CloverWorks,Game,"Action, Supernatural, Magic, Fantasy",7.97,143014,1565,1.094,2,1,19,4
4599,Full Metal Panic! The Second Raid,TV,Good,13,"Jul 14, 2005 to Oct 20, 2005","Kadokawa Shoten, Happinet Pictures",Kyoto Animation,Light novel,"Action, Military, Mecha",7.97,222275,1348,0.606,1,1,2,3
4600,Full Moon wo Sagashite,TV,Good,52,"Apr 6, 2002 to Mar 29, 2003",Nihon Ad Systems,Studio Deen,Manga,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",7.97,87770,1785,2.034,0,28,4,2
4601,Higurashi no Naku Koro ni,TV,Good,26,"Apr 5, 2006 to Sep 27, 2006","Geneon Universal Entertainment, Frontier Works, Sotsu, DAX Production",Studio Deen,Visual novel,"Mystery, Dementia, Horror, Psychological, Supernatural, Thriller",7.97,609329,18710,3.071,1,15,38,2
4602,Kuuchuu Buranko,TV,Good,11,"Oct 15, 2009 to Dec 24, 2009","Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment, Bungeishunjuu",Toei Animation,Novel,"Comedy, Psychological, Drama, Seinen",7.97,71130,1075,1.511,0,4,26,4
4608,Wotaku ni Koi wa Muzukashii,TV,Good,11,"Apr 13, 2018 to Jun 22, 2018","Aniplex, Dentsu, Fuji TV, Half H.P Studio, Ichijinsha, Kanetsu Investment",A-1 Pictures,Web manga,"Comedy, Romance, Slice of Life",7.97,450660,4801,1.065,0,4,20,2
4610,Yuru Yuri San☆Hai!,TV,Good,12,"Oct 6, 2015 to Dec 22, 2015","Sotsu, Pony Canyon",TYO Animations,Manga,"Comedy, School, Shoujo Ai, Slice of Life",7.97,94522,650,0.688,0,4,24,4
4611,Non Non Biyori,TV,Good,12,"Oct 8, 2013 to Dec 24, 2013","TV Tokyo, Lantis, Media Factory, Kadokawa Shoten, AT-X, Sony Music Communications",Silver Link.,Manga,"Comedy, School, Seinen, Slice of Life",7.96,274407,4352,1.586,0,4,24,4
4612,Ookiku Furikabutte,TV,Good,25,"Apr 13, 2007 to Sep 28, 2007","Aniplex, Mainichi Broadcasting System, TBS, Kodansha, Movic, Rakuonsha",A-1 Pictures,Manga,"Comedy, Seinen, Sports",7.96,79835,1687,2.113,0,4,17,2
4615,Tiger & Bunny,TV,Good,25,"Apr 3, 2011 to Sep 18, 2011","Bandai Visual, Mainichi Broadcasting System, Tohokushinsha Film Corporation",Sunrise,Original,"Action, Mystery, Comedy, Super Power",7.96,177441,2747,1.548,5,1,15,2
4616,Ushio to Tora (TV) 2nd Season,TV,Good,13,"Apr 1, 2016 to Jun 24, 2016","Sotsu, Showgate, Tokuma Japan Communications, Daiichi Shokai","MAPPA,       Studio VOLN",Manga,"Action, Adventure, Comedy, Demons, Supernatural, Shounen",7.96,98925,306,0.309,0,1,3,2
4617,Yakitate!! Japan,TV,Good,69,"Oct 12, 2004 to Mar 14, 2006","TV Tokyo, Aniplex, d-rights, Tohokushinsha Film Corporation, Atelier Musa",Sunrise,Manga,"Comedy, Shounen",7.96,77599,855,1.102,0,4,8,4
4619,ef: A Tale of Memories.,TV,Good,12,"Oct 7, 2007 to Dec 23, 2007",Rondo Robe,Shaft,Visual novel,"Mystery, Drama, Romance",7.96,215481,2802,1.3,1,15,5,4
4620,Eyeshield 21,TV,Good,145,"Apr 6, 2005 to Mar 19, 2008","TV Tokyo, Nihon Ad Systems, TV Tokyo Music, Shueisha",Gallop,Manga,"Action, Sports, Comedy, Shounen",7.96,142122,2015,1.418,0,1,23,2
4622,Hanasaku Iroha,TV,Good,26,"Apr 3, 2011 to Sep 25, 2011","Bandai Visual, Sotsu, Yomiuri Telecasting, Lantis, Pony Canyon, Showgate, Infinite",P.A. Works,Original,"Slice of Life, Comedy, Drama",7.96,252402,2304,0.913,5,18,4,2
4624,Kami nomi zo Shiru Sekai II,TV,Good,12,"Apr 12, 2011 to Jun 28, 2011","TV Tokyo, Geneon Universal Entertainment",Manglobe,Manga,"Comedy, Harem, Romance, Shounen, Supernatural",7.96,313246,1009,0.322,0,4,39,2
4627,Nanatsu no Taizai,TV,Good,24,"Oct 5, 2014 to Mar 29, 2015","Aniplex, Dentsu, Mainichi Broadcasting System, Kodansha, Movic",A-1 Pictures,Manga,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural",7.96,1255015,21219,1.691,0,1,3,4
